loan_fss1508,나눔대부자산,대부,나눔대부자산|나눔대부자산 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1508(대부업); 사업내용 금전대부, 채권추심; 법인번호 180111-1143956; 대부금융협회 회원번호 A01261 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1510,새한파트너스대부,대부,새한파트너스대부|새한파트너스대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2025-금감원-1510(대부업)/2025-금감원-1510(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-6671295; 대부금융협회 회원번호 A01264 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1521,어프로치대부,대부,어프로치대부|주식회사 어프로치대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1521(대부업); 사업내용 금전대부; 법인번호 110111-4264563; 대부금융협회 회원번호 A00158 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1535,부금엔피엘대부,대부,부금엔피엘대부|주식회사 부금엔피엘대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2025-금감원-1535(대부업); 사업내용 채권추심; 법인번호 110111-6596146; 대부금융협회 회원번호 A01272 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1551,리노파트너스대부,대부,리노파트너스대부|주식회사 리노파트너스대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1551(대부업)/2018-금감원-1551(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-5458941; 대부금융협회 회원번호 A01309 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1552,가온소셜대부,대부,가온소셜대부|주식회사 가온소셜대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1552(대부업)/2018-금감원-1552(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 200111-0259311; 대부금융협회 회원번호 A01305 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1564,바론자산관리대부,대부,바론자산관리대부|주식회사 바론자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1564(대부업); 사업내용 금전대부, 채권추심; 법인번호 280211-0177648; 대부금융협회 회원번호 A01308 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1580,지인파이낸스대부,대부,지인파이낸스대부|주식회사 지인파이낸스대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1580(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-4479518; 대부금융협회 회원번호 A01256 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1612,여해자산관리대부,대부,여해자산관리대부|여해자산관리대부 유한회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1612(대부업); 사업내용 채권추심; 법인번호 110114-0225315; 대부금융협회 회원번호 A01364 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1614,초이자산관리대부,대부,초이자산관리대부|주식회사 초이자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2024-금감원-1614(대부업); 사업내용 금전대부, 채권추심; 법인번호 131411-0410565; 대부금융협회 회원번호 A01362 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1615,뉴로드에셋대부,대부,뉴로드에셋대부|주식회사 뉴로드에셋대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1615(대부업)/2018-금감원-1615(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-6759851; 대부금융협회 회원번호 A01361 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1629,현진투자대부,대부,현진투자대부|현진투자대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1629(대부업); 사업내용 금전대부; 법인번호 110111-6731338; 대부금융협회 회원번호 A01326 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1631,공경대부,대부,공경대부|주식회사 공경대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1631(대부업)/2018-금감원-1631(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-6820470; 대부금융협회 회원번호 A01380 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1659,동부에셋자산관리대부,대부,동부에셋자산관리대부|주식회사 동부에셋자산관리대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1659(대부업); 사업내용 채권추심; 법인번호 110111-6848373; 대부금융협회 회원번호 A01407 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1665,마로대부,대부,마로대부|주식회사 마로대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1665(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-6446862; 대부금융협회 회원번호 A01376 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1694,굿모닝자산관리대부,대부,굿모닝자산관리대부|주식회사 굿모닝자산관리대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1694(대부업); 사업내용 금전대부; 법인번호 180111-1084019; 대부금융협회 회원번호 A01189 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1707,명성대부홀딩스,대부,명성대부홀딩스|명성대부홀딩스 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2018-금감원-1707(대부업)/2018-금감원-1707(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 134811-0468464; 대부금융협회 회원번호 A01458 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1726,바른엔피엘대부,대부,바른엔피엘대부|주식회사 바른엔피엘대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1726(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-6931350; 대부금융협회 회원번호 A01477 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1730,케이피인베스트앤대부,대부,케이피인베스트앤대부|케이피인베스트앤대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1730(대부업)/2019-금감원-1730(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-5106996; 대부금융협회 회원번호 A01483 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1746,우담자산관리대부,대부,우담자산관리대부|유한회사 우담자산관리대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1746(대부업); 사업내용 채권추심; 법인번호 110114-0236966; 대부금융협회 회원번호 A01501 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1749,세모자산관리대부,대부,세모자산관리대부|유한회사 세모자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1749(대부업); 사업내용 금전대부, 채권추심; 법인번호 284114-0002318; 대부금융협회 회원번호 A01508 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1753,대정자산관리대부,대부,대정자산관리대부|대정자산관리대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1753(대부업); 사업내용 채권추심; 법인번호 200111-0548897; 대부금융협회 회원번호 A01512 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1764,엔퍼스트대부,대부,엔퍼스트대부|엔퍼스트대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1764(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-7026176; 대부금융협회 회원번호 A01527 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1767,제이케이자산관리대부,대부,제이케이자산관리대부|주식회사 제이케이자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1767(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-7041489; 대부금융협회 회원번호 A01541 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1771,로고스대부,대부,로고스대부|로고스대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1771(대부업)/2019-금감원-1771(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 180111-1197052; 대부금융협회 회원번호 A01538 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1774,베리굿자산관리대부,대부,베리굿자산관리대부|주식회사 베리굿자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1774(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-7044590; 대부금융협회 회원번호 A01544 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1776,한빛글로벌대부,대부,한빛글로벌대부|한빛글로벌대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1776(대부업)/2019-금감원-1776(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 170111-0701129; 대부금융협회 회원번호 A01546 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1778,프라임자산관리대부,대부,프라임자산관리대부|프라임자산관리대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1778(대부업); 사업내용 금전대부, 채권추심; 법인번호 180111-1209865; 대부금융협회 회원번호 A01548 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1782,더엔피엘대부,대부,더엔피엘대부|더엔피엘대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1782(대부업)/2022-금감원-1782(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 141211-0102510; 대부금융협회 회원번호 A01554 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1786,상록자산관리대부,대부,상록자산관리대부|상록자산관리대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1786(대부업)/2021-금감원-1786(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 161511-0246714; 대부금융협회 회원번호 A01557 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1788,한별자산관리대부금융,대부,한별자산관리대부금융|주식회사 한별자산관리대부금융,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1788(대부업); 사업내용 금전대부, 채권추심; 법인번호 210111-0141673; 대부금융협회 회원번호 A01643 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1791,세경파이낸스대부,대부,세경파이낸스대부|세경파이낸스대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2026-금감원-1791(대부업); 사업내용 금전대부; 법인번호 110111-1346455; 대부금융협회 회원번호 A00075 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1792,대호컨설팅대부,대부,대호컨설팅대부|주식회사 대호컨설팅대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1792(대부업); 사업내용 금전대부, 채권추심; 법인번호 134211-0214447; 대부금융협회 회원번호 A01566 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1799,휴렛팩커드파이낸셜서비스대부,대부,휴렛팩커드파이낸셜서비스대부|휴렛팩커드파이낸셜서비스대부 유한회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1799(대부업); 사업내용 금전대부; 법인번호 110114-0134003; 대부금융협회 회원번호 A00343 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1801,지엠이대부,대부,지엠이대부|주식회사 지엠이대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1801(대부업)/2019-금감원-1801(대부중개업); 사업내용 금전대부/대부중개; 법인번호 110111-6778108; 대부금융협회 회원번호 A01413 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1806,한국금융자산대부,대부,한국금융자산대부|한국금융자산대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1806(대부업)/2019-금감원-1806(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-5937127; 대부금융협회 회원번호 A01528 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1809,경인대부,대부,경인대부|주식회사 경인대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1809(대부업); 사업내용 금전대부, 채권추심; 법인번호 131111-0224897; 대부금융협회 회원번호 A01532 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1814,이코넥스대부,대부,이코넥스대부|주식회사 이코넥스대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1814(대부업); 사업내용 채권추심; 법인번호 110111-7105889; 대부금융협회 회원번호 A01587 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1825,행복드림금융대부,대부,행복드림금융대부|행복드림금융대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1825(대부업)/2020-금감원-1825(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-7134458; 대부금융협회 회원번호 A01600 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1828,에스와이디대부,대부,에스와이디대부|주식회사 에스와이디대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1828(대부업); 사업내용 채권추심; 법인번호 110111-6551942; 대부금융협회 회원번호 A01603 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1830,다진엔피엘대부,대부,다진엔피엘대부|주식회사 다진엔피엘대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1830(대부업); 사업내용 채권추심; 법인번호 160111-0513261; 대부금융협회 회원번호 A01606 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1833,엠케이캐피탈대부,대부,엠케이캐피탈대부|주식회사 엠케이캐피탈대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1833(대부업); 사업내용 금전대부; 법인번호 134411-0061183; 대부금융협회 회원번호 A00368 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1834,케이치자산관리대부,대부,케이치자산관리대부|케이치자산관리대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1834(대부업); 사업내용 채권추심; 법인번호 110111-5223542; 대부금융협회 회원번호 A01594 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1842,리버스대부,대부,리버스대부|주식회사 리버스대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1842(대부업); 사업내용 채권추심; 법인번호 180111-1228097; 대부금융협회 회원번호 A01616 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1855,유안대부,대부,유안대부|주식회사 유안대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2025-금감원-1855(대부업)/2025-금감원-1855(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 134311-0039984; 대부금융협회 회원번호 A04658 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1860,더키움자산관리대부,대부,더키움자산관리대부|더키움자산관리대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1860(대부업); 사업내용 채권추심; 법인번호 110111-7202320; 대부금융협회 회원번호 A01663 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1861,더에이치자산관리대부,대부,더에이치자산관리대부|더에이치자산관리대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1861(대부업); 사업내용 채권추심; 법인번호 200111-0572094; 대부금융협회 회원번호 A01666 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1869,다온인베스트대부,대부,다온인베스트대부|주식회사 다온인베스트대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1869(대부업); 사업내용 금전대부, 채권추심; 법인번호 194211-0304593; 대부금융협회 회원번호 A01677 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1881,공유지분매입,대부,공유지분매입|공유지분매입 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2025-금감원-1881(대부업)/2025-금감원-1881(대부중개업); 사업내용 금전대부/대부중개; 법인번호 110111-7041116; 대부금융협회 회원번호 A01669 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1885,카길애그리퓨리나,대부,카길애그리퓨리나|주식회사 카길애그리퓨리나,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1885(대부업); 사업내용 금전대부; 법인번호 110111-0296106; 대부금융협회 회원번호 A01647 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1886,대한금융자산관리대부,대부,대한금융자산관리대부|주식회사 대한금융자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1886(대부업); 사업내용 금전대부, 채권추심; 법인번호 134811-0521345; 대부금융협회 회원번호 A01709 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1892,커넥플러스,대부,커넥플러스|유한회사 커넥플러스,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1892(대부업); 사업내용 금전대부; 법인번호 110114-0114857; 대부금융협회 회원번호 A01681 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1895,더모아대부,대부,더모아대부|주식회사 더모아대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1895(대부업)/2025-금감원-1895(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-6976330; 대부금융협회 회원번호 A01682 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1903,디알투에이엠씨대부,대부,디알투에이엠씨대부|디알투에이엠씨대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2019-금감원-1903(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-6139285; 대부금융협회 회원번호 A01738 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1909,에프앤제이자산관리대부,대부,에프앤제이자산관리대부|주식회사 에프앤제이자산관리대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1909(대부업)/2020-금감원-1909(대부중개업); 사업내용 대부중개/채권추심; 법인번호 110111-7322863; 대부금융협회 회원번호 A01755 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1920,알티대부,대부,알티대부|주식회사 알티대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2024-금감원-1920(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-7312426; 대부금융협회 회원번호 A04352 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1923,티플레인대부,대부,티플레인대부|주식회사 티플레인대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1923(대부업)/2020-금감원-1923(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-7350161; 대부금융협회 회원번호 A01776 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1924,상상대부금융,대부,상상대부금융|주식회사 상상대부금융,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1924(대부업); 사업내용 금전대부, 채권추심; 법인번호 285011-0429618; 대부금융협회 회원번호 A01775 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1931,이든에셋대부,대부,이든에셋대부|이든에셋대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1931(대부업); 사업내용 채권추심; 법인번호 110111-9015185; 대부금융협회 회원번호 A01804 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1933,세종엔피엘자산관리대부,대부,세종엔피엘자산관리대부|세종엔피엘자산관리대부 주식회사,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1933(대부업)/2020-금감원-1933(대부중개업); 사업내용 대부중개/채권추심; 법인번호 210111-0102914; 대부금융협회 회원번호 A01805 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1937,한국채권관리대부,대부,한국채권관리대부|주식회사 한국채권관리대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1937(대부업); 사업내용 채권추심; 법인번호 110111-7373808; 대부금융협회 회원번호 A01809 (https://www.clfa.or.kr/member/list 2026-09-18)
loan_fss1943,신의자산관리대부,대부,신의자산관리대부|주식회사 신의자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1943(대부업)/2020-금감원-1943(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-7388823; 대부금융협회 회원번호 A01819 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1945,에스케이자산관리대부,대부,에스케이자산관리대부|주식회사 에스케이자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1945(대부업); 사업내용 금전대부, 채권추심; 법인번호 220111-0200922; 대부금융협회 회원번호 A01820 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1955,에이블자산관리대부,대부,에이블자산관리대부|주식회사 에이블자산관리대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1955(대부업)/2020-금감원-1955(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 110111-7302047; 대부금융협회 회원번호 A01852 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1957,로얄크라운금융대부,대부,로얄크라운금융대부|주식회사 로얄크라운금융대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1957(대부업)/2020-금감원-1957(대부중개업); 사업내용 금전대부, 채권추심/대부중개; 법인번호 134911-0095596; 대부금융협회 회원번호 A01860 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1958,성준에이엠씨대부,대부,성준에이엠씨대부|주식회사 성준에이엠씨대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1958(대부업); 사업내용 금전대부, 채권추심; 법인번호 121111-0386178; 대부금융협회 회원번호 A01862 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1964,테라윈자산대부,대부,테라윈자산대부|주식회사 테라윈자산대부,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1964(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-7460580; 대부금융협회 회원번호 A01872 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1978,애플자산관리대부,대부,애플자산관리대부|애플자산관리대부 주식회사,"https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1978(대부업); 사업내용 금전대부, 채권추심; 법인번호 110111-7406401; 대부금융협회 회원번호 A01888 (https://www.clfa.or.kr/member/list 2026-09-18)"
loan_fss1979,에이치에스에이치대부,대부,에이치에스에이치대부|주식회사 에이치에스에이치대부,https://fines.fss.or.kr/fines/plis/moneyLenderSearch/MoneyLenderSearch.getMoneyLenderList.do 2026-09-18; 등록번호 2020-금감원-1979(대부업)/2020-금감원-1979(대부중개업); 사업내용 대부중개/채권추심; 법인번호 280211-0163184; 대부금융협회 회원번호 A01797 (https://www.clfa.or.kr/member/list 2026-09-18)
